id,name,coment,length,keyframe,path
104305,1043_idle,袁绍,,0,Models/1043/Animations
104306,1043_prepare,袁绍,1,0,Models/1043/Animations
104307,1043_skl421,袁绍,1,0.2,Models/1043/Animations
104308,1043_skl423,袁绍,1.333,0.885,Models/1043/Animations
104309,1043_story01,袁绍,,0,Models/1043/Animations
104310,1043_stun,袁绍,,0,Models/1043/Animations
104311,1043_walk,袁绍,,0,Models/1043/Animations
104312,1043_win,袁绍,,0,Models/1043/Animations
104313,1043_jump,袁绍,,0,Models/1043/Animations
104315,1043_skl424,袁绍,0.8,0.512,Models/1043/Animations
104316,1043_story02,袁绍,,0,Models/1043/Animations
104317,1043_skl422,袁绍,2,0.32|0.62|0.94|1.26|1.52|1.8,Models/1043/Animations
104318,1043_skl4001,袁绍,,0,Models/1043/Animations
104319,1043_ride,袁绍,0.8,0,Models/1043/Animations
104320,1043_rideidle,袁绍,,0,Models/1043/Animations
104701,1047_atk1,袁术,1.33,0.838,Models/1047/Animations
104702,1047_atk2,袁术,1.33,0.743,Models/1047/Animations
104703,1047_die,袁术,,0,Models/1047/Animations
104704,1047_hurt,袁术,0.533,0,Models/1047/Animations
104705,1047_idle,袁术,,0,Models/1047/Animations
104706,1047_prepare,袁术,1,0,Models/1047/Animations
104707,1047_skl461,袁术,1,0.2,Models/1047/Animations
104708,1047_skl462,袁术,2.167,1.54,Models/1047/Animations
104709,1047_skl463,袁术,2,1.26,Models/1047/Animations
104710,1047_stun,袁术,,0,Models/1047/Animations
104711,1047_walk,袁术,,0,Models/1047/Animations
104712,1047_win,袁术,,0,Models/1047/Animations
104713,1047_jump,袁术,,0,Models/1047/Animations
104714,1047_story01,袁术,,0,Models/1047/Animations
104715,1047_story02,袁术,,0,Models/1047/Animations
104716,1047_skl4001,袁术,,0,Models/1047/Animations
104717,1047_ride,袁术,0.8,0,Models/1047/Animations
104718,1047_rideidle,袁术,,0,Models/1047/Animations
104101,1041_atk1,董卓,1.33,0.74,Models/1041/Animations
104102,1041_atk2,董卓,1.33,0.66,Models/1041/Animations
104103,1041_die,董卓,,0,Models/1041/Animations
104104,1041_hurt,董卓,0.533,0,Models/1041/Animations
104105,1041_idle,董卓,,0,Models/1041/Animations
104106,1041_prepare,董卓,1,0,Models/1041/Animations
104107,1041_skl401,董卓,2.333,0.52|0.95|1.77,Models/1041/Animations
104108,1041_skl402,董卓,1.833,0.87,Models/1041/Animations
104109,1041_skl403,董卓,1,0.52,Models/1041/Animations
104110,1041_stun,董卓,,0,Models/1041/Animations
104111,1041_walk,董卓,,0,Models/1041/Animations
104112,1041_win,董卓,,0,Models/1041/Animations
104113,1041_ride,董卓,,0,Models/1041/Animations
104114,1041_rideidle,董卓,,0,Models/1041/Animations
109901,1099_atk1,张让,1.5,0.73,Models/1099/Animations
109902,1099_atk2,张让,1.5,0.643,Models/1099/Animations
109903,1099_die,张让,,0,Models/1099/Animations
109904,1099_hurt,张让,0.667,0,Models/1099/Animations
109905,1099_idle,张让,,0,Models/1099/Animations
109906,1099_prepare,张让,1,0,Models/1099/Animations
109907,1099_skl1,张让,1.8,0.87,Models/1099/Animations
109908,1099_skl2,张让,3,1.41,Models/1099/Animations
109909,1099_stun,张让,,0,Models/1099/Animations
109910,1099_walk,张让,,0,Models/1099/Animations
109911,1099_win,张让,,0,Models/1099/Animations
109912,1099_jump,张让,,0,Models/1099/Animations
109913,1099_action1,张让,,0,Models/1099/Animations
109914,1099_action2,张让,,0,Models/1099/Animations
109915,1099_action3,张让,,0,Models/1099/Animations
109916,1099_action4,张让,,0,Models/1099/Animations
109917,1099_action5,张让,,0,Models/1099/Animations
109918,1099_action6,张让,,0,Models/1099/Animations
104401,1044_atk1,张角,1.167,0.76,Models/1044/Animations
104402,1044_atk2,张角,1,0.31,Models/1044/Animations
104403,1044_die,张角,,0,Models/1044/Animations
104404,1044_hurt,张角,0.533,0,Models/1044/Animations
104405,1044_idle,张角,,0,Models/1044/Animations
104406,1044_prepare,张角,1,0,Models/1044/Animations
104407,1044_skl431,张角,2,1.138,Models/1044/Animations
104408,1044_skl432,张角,3.33,2.93,Models/1044/Animations
104409,1044_skl433,张角,1.667,1.25,Models/1044/Animations
104410,1044_stun,张角,,0,Models/1044/Animations
104411,1044_walk,张角,,0,Models/1044/Animations
104412,1044_win,张角,,0,Models/1044/Animations
104413,1044_ride,张角,0.8,0,Models/1044/Animations
104415,1044_skl4018,张角,,0,Models/1044/Animations
104416,1044_rideidle,张角,,0,Models/1044/Animations
104601,1046_atk1,贾诩,1.13,0.59,Models/1046/Animations
104602,1046_atk2,贾诩,1.067,0.47,Models/1046/Animations
104603,1046_die,贾诩,,0,Models/1046/Animations
104604,1046_hurt,贾诩,0.533,0,Models/1046/Animations
104605,1046_idle,贾诩,,0,Models/1046/Animations
104606,1046_prepare,贾诩,1,0,Models/1046/Animations
104607,1046_skl451,贾诩,2.3,1.26,Models/1046/Animations
104608,1046_skl452,贾诩,2,1.23,Models/1046/Animations
104609,1046_skl453,贾诩,2,1.54,Models/1046/Animations
104610,1046_stun,贾诩,,0,Models/1046/Animations
104611,1046_walk,贾诩,,0,Models/1046/Animations
104612,1046_win,贾诩,,0,Models/1046/Animations
104613,1046_ride,贾诩,0.8,0,Models/1046/Animations
104614,1046_rideidle,贾诩,,0,Models/1046/Animations
103101,1031_atk1,陆逊,1.1,0.48,Models/1031/Animations
103102,1031_atk2,陆逊,1.4,0.75,Models/1031/Animations
103103,1031_die,陆逊,,0,Models/1031/Animations
103104,1031_hurt,陆逊,0.533,0,Models/1031/Animations
103105,1031_idle,陆逊,,0,Models/1031/Animations
103106,1031_prepare,陆逊,1,0,Models/1031/Animations
103107,1031_stun,陆逊,,0,Models/1031/Animations
103108,1031_walk,陆逊,,0,Models/1031/Animations
103109,1031_win,陆逊,,0,Models/1031/Animations
103110,1031_skl301,陆逊,2.3,1.56,Models/1031/Animations
103111,1031_skl302,陆逊,2.867,1.92,Models/1031/Animations
103112,1031_skl304,陆逊,4.5,0.15,Models/1031/Animations
103113,1031_ride,陆逊,0.8,,Models/1031/Animations
103114,1031_skl4017_1_a,陆逊,2.833,0,Models/1031/Animations
103115,1031_skl4017_1_b,陆逊,1,0,Models/1031/Animations
103116,1031_skl4017_2,陆逊,2,0,Models/1031/Animations
103117,1031_rideidle,陆逊,,0,Models/1031/Animations
103201,1032_atk1,黄盖,1.167,0.51,Models/1032/Animations
103202,1032_atk2,黄盖,1.4,0.7,Models/1032/Animations
103203,1032_die,黄盖,,0,Models/1032/Animations
103204,1032_hurt,黄盖,0.533,0,Models/1032/Animations
103205,1032_idle,黄盖,,0,Models/1032/Animations
103206,1032_prepare,黄盖,1,0,Models/1032/Animations
103207,1032_stun,黄盖,,0,Models/1032/Animations
103208,1032_walk,黄盖,,0,Models/1032/Animations
103209,1032_win,黄盖,,0,Models/1032/Animations
103210,1032_skl311,黄盖,4,0.52|0.76|1.08|1.32|1.8|2|2.3|2.6,Models/1032/Animations
103211,1032_skl312,黄盖,2,0.98,Models/1032/Animations
103212,1032_skl313,黄盖,2,1.116,Models/1032/Animations
103213,1032_ride,黄盖,0.8,1.116,Models/1032/Animations
103214,1032_rideidle,黄盖,,0,Models/1032/Animations
103215,1032_skl4019,黄盖,7,0,Models/1032/Animations
103301,1033_atk1,周泰,1,0.5,Models/1033/Animations
103302,1033_atk2,周泰,1.333,0.52,Models/1033/Animations
103303,1033_die,周泰,,0,Models/1033/Animations
103304,1033_hurt,周泰,0.533,0,Models/1033/Animations
103305,1033_idle,周泰,,0,Models/1033/Animations
103306,1033_prepare,周泰,1,0,Models/1033/Animations
103307,1033_skl321,周泰,2.867,0.1|0.5|1|1.35|2.2,Models/1033/Animations
103308,1033_skl322,周泰,2,1.36,Models/1033/Animations
103310,1033_stun,周泰,,,Models/1033/Animations
103311,1033_walk,周泰,,,Models/1033/Animations
103312,1033_win,周泰,,,Models/1033/Animations
103313,1033_ride,周泰,,0,Models/1033/Animations
103314,1033_rideidle,周泰,,0,Models/1033/Animations
103401,1034_atk1,大乔,1.267,0.535,Models/1034/Animations
103402,1034_atk2,大乔,1.333,0.57,Models/1034/Animations
103403,1034_die,大乔,,0,Models/1034/Animations
103404,1034_hurt,大乔,0.533,0,Models/1034/Animations
103405,1034_idle,大乔,,0,Models/1034/Animations
103406,1034_prepare,大乔,1,0,Models/1034/Animations
103407,1034_skl331,大乔,3.333,1.06|1.56|2.06|2.56,Models/1034/Animations
103408,1034_skl332,大乔,1.8,0.97,Models/1034/Animations
103409,1034_skl333,大乔,1.667,0.99,Models/1034/Animations
103410,1034_stun,大乔,,0,Models/1034/Animations
103411,1034_walk,大乔,,0,Models/1034/Animations
103412,1034_win,大乔,,0,Models/1034/Animations
103413,1034_ride,大乔,,0,Models/1034/Animations
103414,1034_rideidle,大乔,,0,Models/1034/Animations
103415,1034_skl4008,大乔,5.2,0,Models/1034/Animations
104001,1040_atk1,太史慈,1.033,0.55,Models/1040/Animations
104002,1040_atk2,太史慈,1,0.47,Models/1040/Animations
104003,1040_die,太史慈,,0,Models/1040/Animations
104004,1040_hurt,太史慈,0.533,0,Models/1040/Animations
104005,1040_idle,太史慈,,0,Models/1040/Animations
104006,1040_prepare,太史慈,1,0,Models/1040/Animations
104007,1040_stun,太史慈,,0,Models/1040/Animations
104008,1040_walk,太史慈,,0,Models/1040/Animations
104009,1040_win,太史慈,,0,Models/1040/Animations
104010,1040_skl391,太史慈,4,0.06|0.28|0.32|0.36|0.40|0.44|0.47|0.51|0.55|0.59|0.63|0.68|1.065|1.36|1.84|2.04|2.52|2.74|3.36,Models/1040/Animations
104011,1040_skl392,太史慈,3.467,0.45|0.8|2.5,Models/1040/Animations
104012,1040_ride,太史慈,,0,Models/1040/Animations
104013,1040_rideidle,太史慈,,0,Models/1040/Animations
111001,1110_atk1,孙坚,1.33,0.8,Models/1110/Animations
111002,1110_atk2,孙坚,1.33,0.8,Models/1110/Animations
111003,1110_die,孙坚,,,Models/1110/Animations
111004,1110_hurt,孙坚,0.533,,Models/1110/Animations
111005,1110_idle,孙坚,,,Models/1110/Animations
111006,1110_prepare,孙坚,1,,Models/1110/Animations
111007,1110_ride,孙坚,,,Models/1110/Animations
111008,1110_stun,孙坚,,,Models/1110/Animations
111009,1110_walk,孙坚,,,Models/1110/Animations
111010,1110_win,孙坚,,,Models/1110/Animations
111011,1110_skl1011,孙坚,2.5,1.45,Models/1110/Animations
111012,1110_skl1012,孙坚,2.167,1.12,Models/1110/Animations
111013,1110_skl1013,孙坚,1.767,0.76,Models/1110/Animations
111014,1110_rideidle,孙坚,,0,Models/1110/Animations
111015,1110_skl4009,孙坚,,0,Models/1110/Animations
111101,1111_atk1,孙策,1.23,0.54,Models/1111/Animations
111102,1111_atk2,孙策,1,0.41,Models/1111/Animations
111103,1111_die,孙策,,0,Models/1111/Animations
111104,1111_hurt,孙策,0.533,0,Models/1111/Animations
111105,1111_idle,孙策,,0,Models/1111/Animations
111106,1111_prepare,孙策,1,0,Models/1111/Animations
111107,1111_ride,孙策,,0,Models/1111/Animations
111108,1111_stun,孙策,,0,Models/1111/Animations
111109,1111_walk,孙策,,0,Models/1111/Animations
111110,1111_win,孙策,,0,Models/1111/Animations
111111,1111_skl901,孙策,3,0.76|0.91|1.07|1.2|1.4|1.795,Models/1111/Animations
111112,1111_skl902,孙策,1.83,1.22,Models/1111/Animations
111113,1111_skl903,孙策,1.167,0.87,Models/1111/Animations
111114,1111_rideidle,孙策,,0,Models/1111/Animations
111115,1111_skl4009,孙策,,0,Models/1111/Animations
111401,1114_atk1,吕玲绮,1.167,0.651,Models/1114/Animations
111402,1114_atk2,吕玲绮,1.167,0.631,Models/1114/Animations
111403,1114_die,吕玲绮,,0,Models/1114/Animations
111404,1114_hurt,吕玲绮,0.533,0,Models/1114/Animations
111405,1114_idle,吕玲绮,,0,Models/1114/Animations
111406,1114_prepare,吕玲绮,1,0,Models/1114/Animations
111407,1114_ride,吕玲绮,,0,Models/1114/Animations
111408,1114_rideidle,吕玲绮,,0,Models/1114/Animations
111409,1114_skl1051,吕玲绮,1.667,1.045,Models/1114/Animations
111410,1114_skl1052,吕玲绮,2,1.302,Models/1114/Animations
111411,1114_skl1053,吕玲绮,2,0.344|0.708|1.416,Models/1114/Animations
111412,1114_stun,吕玲绮,,0,Models/1114/Animations
111413,1114_walk,吕玲绮,,0,Models/1114/Animations
111414,1114_win,吕玲绮,,0,Models/1114/Animations
102801,1028_atk1,孙权,1.5,0.7,Models/1028/Animations
102802,1028_atk2,孙权,1.333,0.6,Models/1028/Animations
102803,1028_die,孙权,,0,Models/1028/Animations
102804,1028_hurt,孙权,0.533,0,Models/1028/Animations
102805,1028_idle,孙权,,0,Models/1028/Animations
102806,1028_prepare,孙权,1,0,Models/1028/Animations
102807,1028_stun,孙权,,0,Models/1028/Animations
102808,1028_walk,孙权,,0,Models/1028/Animations
102809,1028_win,孙权,,0,Models/1028/Animations
102810,1028_skl271,孙权,2,1.27,Models/1028/Animations
102811,1028_skl272,孙权,2.333,1.37,Models/1028/Animations
102812,1028_skl273,孙权,1.667,0.88,Models/1028/Animations
102813,1028_ride,孙权,,0,Models/1028/Animations
102814,1028_rideidle,孙权,,0,Models/1028/Animations
102815,1028_skl4009,孙权,,0,Models/1028/Animations
102901,1029_atk1,周瑜,1.5,0.5,Models/1029/Animations
102902,1029_atk2,周瑜,1.167,0.51,Models/1029/Animations
102903,1029_die,周瑜,,0,Models/1029/Animations
102904,1029_hurt,周瑜,0.533,0,Models/1029/Animations
102905,1029_idle,周瑜,,0,Models/1029/Animations
102906,1029_prepare,周瑜,1,0,Models/1029/Animations
102907,1029_ride,周瑜,,0,Models/1029/Animations
102908,1029_stun,周瑜,,0,Models/1029/Animations
102909,1029_walk,周瑜,,0,Models/1029/Animations
102910,1029_win,周瑜,,0,Models/1029/Animations
102911,1029_skl281,周瑜,2.333,0.93,Models/1029/Animations
102912,1029_skl282,周瑜,1.733,0.86,Models/1029/Animations
102913,1029_skl283,周瑜,1.567,1.09,Models/1029/Animations
102914,1029_rideidle,周瑜,,0,Models/1029/Animations
102915,1029_skl4019,周瑜,4,0,Models/1029/Animations
104801,1048_atk1,貂蝉,1,0.542,Models/1048/Animations
104802,1048_atk2,貂蝉,1.167,0.55,Models/1048/Animations
104803,1048_die,貂蝉,,0,Models/1048/Animations
104804,1048_hurt,貂蝉,0.533,0,Models/1048/Animations
104805,1048_idle,貂蝉,,0,Models/1048/Animations
104806,1048_prepare,貂蝉,1,0,Models/1048/Animations
104807,1048_skl511,貂蝉,2,1.6,Models/1048/Animations
104808,1048_skl512,貂蝉,2.433,1.77,Models/1048/Animations
104809,1048_skl513,貂蝉,2.5,1.735,Models/1048/Animations
104810,1048_stun,貂蝉,,0,Models/1048/Animations
104811,1048_walk,貂蝉,,0,Models/1048/Animations
104812,1048_win,貂蝉,,0,Models/1048/Animations
104813,1048_ride,貂蝉,,0,Models/1048/Animations
104814,1048_rideidle,貂蝉,,0,Models/1048/Animations
104815,1048_skl4006_01,貂蝉,6.33,0,Models/1048/Animations
104816,1048_skl4006_02,貂蝉,2,0,Models/1048/Animations
107801,1078_atk1,张宝,1.167,0.654,Models/1078/Animations
107802,1078_atk2,张宝,1.167,0.83,Models/1078/Animations
107803,1078_die,张宝,,0,Models/1078/Animations
107804,1078_hurt,张宝,0.533,0,Models/1078/Animations
107805,1078_idle,张宝,,0,Models/1078/Animations
107806,1078_prepare,张宝,1,0,Models/1078/Animations
107807,1078_skl811,张宝,2.3,2.07,Models/1078/Animations
107808,1078_skl812,张宝,1.833,1.32,Models/1078/Animations
107809,1078_skl813,张宝,2,1.36,Models/1078/Animations
107810,1078_stun,张宝,,0,Models/1078/Animations
107811,1078_walk,张宝,,0,Models/1078/Animations
107812,1078_win,张宝,,0,Models/1078/Animations
107813,1078_ride,张宝,0.8,0,Models/1078/Animations
107814,1078_skl4018,张宝,6.5,0,Models/1078/Animations
107815,1078_rideidle,张宝,,0,Models/1078/Animations
102101,1021_atk1,荀彧,1.333,0.8,Models/1021/Animations
102102,1021_atk2,荀彧,1,0.53,Models/1021/Animations
102103,1021_die,荀彧,,0,Models/1021/Animations
102104,1021_hurt,荀彧,0.533,0,Models/1021/Animations
102105,1021_idle,荀彧,,0,Models/1021/Animations
102106,1021_prepare,荀彧,1,0,Models/1021/Animations
102107,1021_skl201,荀彧,2.167,1.6,Models/1021/Animations
102108,1021_skl202,荀彧,2,1.3,Models/1021/Animations
102109,1021_skl203,荀彧,2,1.46,Models/1021/Animations
102110,1021_stun,荀彧,,0,Models/1021/Animations
102111,1021_walk,荀彧,,0,Models/1021/Animations
102112,1021_win,荀彧,,0,Models/1021/Animations
102113,1021_ride,荀彧,,0,Models/1021/Animations
102114,1021_rideidle,荀彧,,0,Models/1021/Animations
102115,1021_skl4010,荀彧,2.833,0,Models/1021/Animations
102201,1022_atk1,郭嘉,1,0.517,Models/1022/Animations
102202,1022_atk2,郭嘉,1,0.482,Models/1022/Animations
102203,1022_die,郭嘉,,0,Models/1022/Animations
102204,1022_hurt,郭嘉,0.533,0,Models/1022/Animations
102205,1022_idle,郭嘉,,0,Models/1022/Animations
102206,1022_prepare,郭嘉,1,0,Models/1022/Animations
102207,1022_skl211,郭嘉,2,0.83,Models/1022/Animations
102208,1022_skl212,郭嘉,1.933,1.183,Models/1022/Animations
102209,1022_skl214,郭嘉,2.5,1.745,Models/1022/Animations
102210,1022_stun,郭嘉,,0,Models/1022/Animations
102211,1022_walk,郭嘉,,0,Models/1022/Animations
102212,1022_win,郭嘉,,0,Models/1022/Animations
102213,1022_skl4010,郭嘉,4,0,Models/1022/Animations
102214,1022_ride,郭嘉,0.8,0,Models/1022/Animations
102215,1022_rideidle,郭嘉,1,0,Models/1022/Animations
102301,1023_atk1,甄姬,1.167,0.688,Models/1023/Animations
102302,1023_atk2,甄姬,1.167,0.723,Models/1023/Animations
102303,1023_die,甄姬,,0,Models/1023/Animations
102304,1023_hurt,甄姬,0.533,0,Models/1023/Animations
102305,1023_idle,甄姬,,0,Models/1023/Animations
102306,1023_prepare,甄姬,1,0,Models/1023/Animations
102307,1023_skl221,甄姬,1.667,0.93,Models/1023/Animations
102308,1023_skl222,甄姬,2.333,1.74|1.95,Models/1023/Animations
102309,1023_skl223,甄姬,1.6,1.15,Models/1023/Animations
102310,1023_stun,甄姬,,0,Models/1023/Animations
102311,1023_walk,甄姬,,0,Models/1023/Animations
102312,1023_win,甄姬,,0,Models/1023/Animations
102313,1023_ride,甄姬,0.8,0,Models/1023/Animations
102314,1023_rideidle,甄姬,1,0,Models/1023/Animations
102501,1025_atk1,司马懿,1,0.469,Models/1025/Animations
102502,1025_atk2,司马懿,1,0.506,Models/1025/Animations
102503,1025_die,司马懿,,0,Models/1025/Animations
102504,1025_hurt,司马懿,0.533,0,Models/1025/Animations
102505,1025_idle,司马懿,,0,Models/1025/Animations
102506,1025_prepare,司马懿,1,0,Models/1025/Animations
102507,1025_ride,司马懿,0.8,0,Models/1025/Animations
102508,1025_rideidle,司马懿,1,0,Models/1025/Animations
102509,1025_skl241,司马懿,1.333,0.43,Models/1025/Animations
102510,1025_skl242,司马懿,2.5,1.388,Models/1025/Animations
102511,1025_skl243,司马懿,2.333,0.964,Models/1025/Animations
102512,1025_stun,司马懿,,0,Models/1025/Animations
102513,1025_walk,司马懿,,0,Models/1025/Animations
102514,1025_win,司马懿,,0,Models/1025/Animations
102601,1026_atk1,蔡文姬,1.333,0.6,Models/1026/Animations
102602,1026_atk2,蔡文姬,1.333,0.53,Models/1026/Animations
102603,1026_die,蔡文姬,,0,Models/1026/Animations
102604,1026_hurt,蔡文姬,0.533,0,Models/1026/Animations
102605,1026_idle,蔡文姬,,0,Models/1026/Animations
102606,1026_prepare,蔡文姬,1,0,Models/1026/Animations
102607,1026_skl261,蔡文姬,2.233,0.75|1.1|1.51,Models/1026/Animations
102608,1026_skl262,蔡文姬,2,1.1,Models/1026/Animations
102609,1026_skl263,蔡文姬,2.333,1.12,Models/1026/Animations
102610,1026_stun,蔡文姬,,0,Models/1026/Animations
102611,1026_walk,蔡文姬,,0,Models/1026/Animations
102612,1026_win,蔡文姬,,0,Models/1026/Animations
102613,1026_ride,蔡文姬,,0,Models/1026/Animations
102614,1026_rideidle,蔡文姬,,0,Models/1026/Animations
109701,1097_atk1,张梁,1.267,0.665,Models/1097/Animations
109702,1097_atk2,张梁,1.333,0.667,Models/1097/Animations
109703,1097_die,张梁,1.333,0,Models/1097/Animations
109704,1097_hurt,张梁,0.533,0,Models/1097/Animations
109705,1097_idle,张梁,,0,Models/1097/Animations
109706,1097_prepare,张梁,1,0,Models/1097/Animations
109707,1097_skl871,张梁,2.8,0.41|1.07|1.37|1.96,Models/1097/Animations
109708,1097_skl872,张梁,2.167,1.4,Models/1097/Animations
109709,1097_stun,张梁,,0,Models/1097/Animations
109710,1097_walk,张梁,,0,Models/1097/Animations
109711,1097_win,张梁,,0,Models/1097/Animations
109712,1097_ride,张梁,,0,Models/1097/Animations
109713,1097_skl4018,张梁,,0,Models/1097/Animations
109714,1097_rideidle,张梁,,0,Models/1097/Animations
109715,1097_skl873,张梁,2.167,1.69,Models/1097/Animations
107401,1074_atk1,陈宫,1,0.48,Models/1074/Animations
107402,1074_atk2,陈宫,1,0.67,Models/1074/Animations
107403,1074_die,陈宫,,0,Models/1074/Animations
107404,1074_hurt,陈宫,0.533,0,Models/1074/Animations
107405,1074_idle,陈宫,,0,Models/1074/Animations
107406,1074_prepare,陈宫,1,0,Models/1074/Animations
107407,1074_skl471,陈宫,1.667,1.36,Models/1074/Animations
107408,1074_skl472,陈宫,1.867,1.2,Models/1074/Animations
107409,1074_skl473,陈宫,2.333,0.97,Models/1074/Animations
107410,1074_stun,陈宫,,0,Models/1074/Animations
107411,1074_walk,陈宫,,0,Models/1074/Animations
107412,1074_win,陈宫,,0,Models/1074/Animations
107413,1074_ride,陈宫,0.8,0,Models/1074/Animations
107414,1074_rideidle,陈宫,,0,Models/1074/Animations
100201,1002_atk1,关羽,1.267,0.73,Models/1002/Animations
100202,1002_atk2,关羽,1.5,0.987,Models/1002/Animations
100203,1002_die,关羽,,0,Models/1002/Animations
100204,1002_hurt,关羽,0.533,0,Models/1002/Animations
100205,1002_idle,关羽,,0,Models/1002/Animations
100206,1002_prepare,关羽,1,0,Models/1002/Animations
100207,1002_skl11,关羽,3,1.02|1.74|2.43,Models/1002/Animations
100208,1002_skl12,关羽,2.167,1.64,Models/1002/Animations
100209,1002_skl13,关羽,3.467,0.35|0.73|1.16|1.87|2.1|2.66|3.117,Models/1002/Animations
100210,1002_stun,关羽,,0,Models/1002/Animations
100211,1002_walk,关羽,,0,Models/1002/Animations
100212,1002_win,关羽,,0,Models/1002/Animations
100213,1002_ride,关羽,0.8,0,Models/1002/Animations
100214,1002_rideidle,关羽,,0,Models/1002/Animations
100215,1002_skl4001,关羽,,0,Models/1002/Animations
108201,1082_atk1,华雄,1.333,0.93,Models/1082/Animations
108202,1082_atk2,华雄,1.333,0.64,Models/1082/Animations
108203,1082_die,华雄,,0,Models/1082/Animations
108204,1082_hurt,华雄,0.533,0,Models/1082/Animations
108205,1082_idle,华雄,,0,Models/1082/Animations
108206,1082_prepare,华雄,1,0,Models/1082/Animations
108207,1082_skl831,华雄,2.833,0.8|1.3|2.18,Models/1082/Animations
108208,1082_skl832,华雄,2,1.2,Models/1082/Animations
108209,1082_stun,华雄,,0,Models/1082/Animations
108210,1082_walk,华雄,,0,Models/1082/Animations
108211,1082_win,华雄,,0,Models/1082/Animations
108212,1082_ride,华雄,0.8,0,Models/1082/Animations
108213,1082_rideidle,华雄,,0,Models/1082/Animations
100101,1001_atk1,刘备,1.167,0.46,Models/1001/Animations
100102,1001_atk2,刘备,1.333,0.56|1.05,Models/1001/Animations
100103,1001_die,刘备,,0,Models/1001/Animations
100104,1001_hurt,刘备,0.533,0,Models/1001/Animations
100105,1001_idle,刘备,,0,Models/1001/Animations
100106,1001_prepare,刘备,1,0,Models/1001/Animations
100107,1001_skl1,刘备,2.333,0.93,Models/1001/Animations
100108,1001_skl2,刘备,2,1.2,Models/1001/Animations
100109,1001_stun,刘备,,0,Models/1001/Animations
100110,1001_walk,刘备,,0,Models/1001/Animations
100111,1001_win,刘备,,0,Models/1001/Animations
100112,1001_ride,刘备,0.8,0,Models/1001/Animations
100113,1001_rideidle,刘备,,0,Models/1001/Animations
100114,1001_skl4001,刘备,,0,Models/1001/Animations
101401,1014_atk1,夏侯惇,1,0.54,Models/1014/Animations
101402,1014_atk2,夏侯惇,1,0.38,Models/1014/Animations
101403,1014_die,夏侯惇,,0,Models/1014/Animations
101404,1014_hurt,夏侯惇,0.667,0,Models/1014/Animations
101405,1014_idle,夏侯惇,,0,Models/1014/Animations
101406,1014_prepare,夏侯惇,1,0,Models/1014/Animations
101407,1014_skl131,夏侯惇,1.667,0.32|0.5|0.63|1.09,Models/1014/Animations
101408,1014_skl132,夏侯惇,1.833,0.26,Models/1014/Animations
101409,1014_skl133,夏侯惇,2,1.2,Models/1014/Animations
101410,1014_stun,夏侯惇,,0,Models/1014/Animations
101411,1014_walk,夏侯惇,,0,Models/1014/Animations
101412,1014_win,夏侯惇,,0,Models/1014/Animations
101413,1014_ride,夏侯惇,,0,Models/1014/Animations
101414,1014_skl4005,夏侯惇,4,0,Models/1014/Animations
101415,1014_rideidle,夏侯惇,,0,Models/1014/Animations
101501,1015_atk1,夏侯渊,1.167,0.53,Models/1015/Animations
101502,1015_atk2,夏侯渊,1.667,0.98,Models/1015/Animations
101503,1015_die,夏侯渊,,0,Models/1015/Animations
101504,1015_hurt,夏侯渊,0.533,0,Models/1015/Animations
101505,1015_idle,夏侯渊,,0,Models/1015/Animations
101506,1015_prepare,夏侯渊,1,0,Models/1015/Animations
101507,1015_skl141,夏侯渊,1.167,1,Models/1015/Animations
101508,1015_skl142,夏侯渊,2.5,1.8|1.866|1.932|1.999,Models/1015/Animations
101509,1015_skl143,夏侯渊,2.533,1.71,Models/1015/Animations
101510,1015_stun,夏侯渊,,0,Models/1015/Animations
101511,1015_walk,夏侯渊,,0,Models/1015/Animations
101512,1015_win,夏侯渊,,0,Models/1015/Animations
101513,1015_ride,夏侯渊,0.8,0,Models/1015/Animations
101514,1015_skl4005,夏侯渊,3.33,0,Models/1015/Animations
101515,1015_skl4005_01,夏侯渊,2.33,0,Models/1015/Animations
101516,1015_rideidle,夏侯渊,,0,Models/1015/Animations
110901,1109_atk1,徐庶,1.233,0.509,Models/1109/Animations
110902,1109_atk2,徐庶,1.133,0.413,Models/1109/Animations
110903,1109_die,徐庶,,0,Models/1109/Animations
110904,1109_hurt,徐庶,0.533,0,Models/1109/Animations
110905,1109_idle,徐庶,,0,Models/1109/Animations
110906,1109_prepare,徐庶,1,0,Models/1109/Animations
110907,1109_skl1031,徐庶,1.167,0.58,Models/1109/Animations
110908,1109_skl1032,徐庶,1.5,0.865,Models/1109/Animations
110909,1109_skl1033,徐庶,2,1.478,Models/1109/Animations
110910,1109_stun,徐庶,,0,Models/1109/Animations
110911,1109_walk,徐庶,,0,Models/1109/Animations
110912,1109_win,徐庶,,0,Models/1109/Animations
110913,1109_ride,徐庶,0.8,0,Models/1109/Animations
110914,1109_rideidle,徐庶,,0,Models/1109/Animations
101801,1018_atk1,张辽,1,0.5,Models/1018/Animations
101802,1018_atk2,张辽,1.06,0.5,Models/1018/Animations
101803,1018_die,张辽,,0,Models/1018/Animations
101804,1018_hurt,张辽,0.533,0,Models/1018/Animations
101805,1018_idle,张辽,,0,Models/1018/Animations
101806,1018_prepare,张辽,1,0,Models/1018/Animations
101807,1018_skl171,张辽,1.3,0.481|0.723,Models/1018/Animations
